Time	Male	Femal	Zombies
3308	1157	1091	11917
3309	1153	1091	11910
3310	1156	1089	11894
3311	1156	1087	11880
3312	1155	1087	11865
3313	1155	1086	11848
3314	1152	1084	11835
3315	1151	1082	11823
3316	1150	1082	11806
3317	1145	1081	11798
3318	1139	1079	11790
3319	1139	1079	11767
3320	1141	1077	11752
3321	1140	1077	11738
3322	1140	1075	11723
3323	1138	1074	11707
3324	1138	1073	11690
3325	1134	1073	11674
3326	1132	1072	11659
3327	1128	1071	11649
3328	1126	1069	11639
3329	1124	1068	11623
3330	1120	1067	11609
3331	1118	1067	11596
3332	1116	1066	11591
3333	1116	1063	11578
3334	1117	1058	11567
3335	1113	1059	11556
3336	1109	1062	11537
3337	1107	1059	11529
3338	1107	1058	11516
3339	1105	1054	11505
3340	1105	1054	11491
3341	1103	1054	11465
3342	1103	1056	11449
3343	1103	1054	11440
3344	1102	1053	11426
3345	1097	1051	11418
3346	1093	1051	11408
3347	1091	1047	11397
3348	1092	1046	11387
3349	1088	1043	11372
3350	1089	1043	11360
3351	1086	1041	11343
3352	1084	1043	11327
3353	1082	1042	11317
3354	1080	1041	11302
3355	1077	1040	11292
3356	1076	1040	11276
3357	1075	1040	11267
3358	1072	1037	11254
3359	1073	1039	11244
3360	1070	1038	11232
3361	1068	1035	11222
3362	1066	1033	11207
3363	1064	1031	11194
3364	1064	1024	11183
3365	1061	1022	11176
3366	1060	1022	11159
3367	1055	1021	11146
3368	1050	1020	11136
3369	1050	1016	11120
3370	1049	1013	11111
3371	1047	1011	11103
3372	1047	1008	11096
3373	1049	1011	11085
3374	1045	1010	11067
3375	1045	1007	11061
3376	1043	1007	11049
3377	1042	1005	11036
3378	1041	1004	11029
3379	1037	1004	11017
3380	1036	1003	11000
3381	1035	1003	10990
3382	1031	1001	10989
3383	1029	1002	10977
3384	1024	999	10968
3385	1023	994	10957
3386	1021	995	10937
3387	1020	994	10925
3388	1016	993	10914
3389	1016	988	10898
3390	1016	989	10884
3391	1015	988	10872
3392	1017	988	10856
3393	1018	982	10842
3394	1015	979	10825
3395	1014	977	10815
3396	1015	977	10800
3397	1015	975	10784
3398	1014	974	10773
3399	1014	975	10755
3400	1015	970	10748
3401	1014	967	10739
3402	1014	965	10731
3403	1013	963	10719
3404	1009	961	10710
3405	1007	962	10705
3406	1003	962	10702
3407	998	962	10694
3408	994	964	10689
3409	993	962	10674
3410	996	960	10657
3411	995	961	10644
3412	992	959	10634
3413	990	959	10621
3414	988	954	10618
3415	987	951	10610
3416	984	947	10597
3417	986	943	10586
3418	987	940	10577
3419	986	939	10561
3420	985	934	10547
3421	982	930	10539
3422	981	929	10531
3423	983	930	10515
3424	980	931	10496
3425	981	929	10490
3426	981	928	10475
3427	983	926	10467
3428	981	922	10465
3429	981	919	10462
3430	978	918	10453
3431	975	916	10440
3432	972	915	10432
3433	972	913	10424
3434	969	910	10416
3435	964	906	10411
3436	961	907	10396
3437	957	904	10389
3438	956	906	10369
3439	955	902	10358
3440	955	900	10349
3441	952	899	10339
3442	950	898	10335
3443	949	898	10321
3444	949	898	10314
3445	949	899	10305
3446	946	896	10289
3447	944	895	10279
3448	942	894	10261
3449	940	893	10245
3450	940	893	10239
3451	940	893	10226
3452	936	894	10218
3453	936	892	10210
3454	932	890	10203
3455	932	888	10197
3456	930	887	10181
3457	931	885	10172
3458	928	883	10162
3459	928	883	10149
3460	927	879	10140
3461	927	878	10132
3462	927	875	10122
3463	929	872	10118
3464	924	870	10115
3465	922	868	10105
3466	916	868	10097
3467	913	865	10089
3468	909	861	10082
3469	908	855	10077
3470	907	853	10065
3471	909	850	10058
3472	910	850	10049
3473	908	846	10045
3474	906	844	10036
3475	903	843	10029
3476	901	841	10024
3477	899	838	10021
3478	896	836	10018
3479	895	833	10010
3480	895	834	9999
3481	896	833	9988
3482	895	830	9983
3483	894	829	9971
3484	892	831	9963
3485	892	829	9954
3486	891	829	9942
3487	889	822	9939
3488	888	819	9927
3489	887	818	9921
3490	884	814	9917
3491	883	813	9901
3492	879	813	9899
3493	877	812	9894
3494	877	810	9890
3495	874	808	9883
3496	872	805	9879
3497	870	805	9879
3498	866	803	9873
3499	866	802	9866
3500	864	801	9861
3501	863	796	9854
3502	864	792	9849
3503	863	787	9839
3504	860	785	9836
3505	856	784	9831
3506	855	781	9823
3507	855	781	9812
3508	855	778	9804
3509	858	773	9798
3510	858	775	9789
3511	855	773	9774
3512	855	772	9768
3513	851	772	9761
3514	848	768	9755
3515	845	768	9739
3516	841	765	9731
3517	840	765	9718
3518	836	765	9717
3519	835	762	9710
3520	832	759	9709
3521	829	759	9705
3522	827	759	9698
3523	828	756	9688
3524	828	756	9676
3525	825	754	9678
3526	823	752	9673
3527	822	750	9665
3528	820	749	9659
3529	817	746	9653
3530	817	745	9644
3531	816	745	9636
3532	817	745	9624
3533	816	742	9623
3534	813	740	9624
3535	809	738	9623
3536	810	735	9615
3537	812	733	9604
3538	812	733	9595
3539	809	732	9589
3540	807	729	9588
3541	804	726	9585
3542	799	725	9577
3543	796	721	9568
3544	795	715	9562
3545	796	716	9555
3546	797	715	9543
3547	797	714	9537
3548	798	711	9525
3549	796	710	9519
3550	794	709	9512
3551	791	706	9501
3552	790	704	9494
3553	790	703	9479
3554	789	700	9479
3555	787	697	9479
3556	787	697	9474
3557	785	698	9467
3558	785	698	9457
3559	783	695	9449
3560	778	694	9450
3561	778	693	9444
3562	778	695	9434
3563	778	692	9426
3564	779	690	9420
3565	777	687	9413
3566	777	685	9400
3567	776	682	9393
3568	772	679	9384
3569	770	678	9384
3570	769	676	9375
3571	770	676	9367
3572	767	671	9360
3573	769	672	9352
3574	767	672	9347
3575	769	672	9340
3576	764	673	9336
3577	760	673	9332
3578	762	670	9322
3579	759	670	9319
3580	757	668	9308
3581	755	667	9301
3582	751	664	9292
3583	751	665	9281
3584	750	666	9273
3585	752	664	9258
3586	752	664	9243
3587	752	661	9236
3588	754	659	9226
3589	756	657	9215
3590	751	657	9207
3591	749	655	9201
3592	743	652	9199
3593	744	653	9178
3594	742	650	9166
3595	740	650	9162
3596	741	651	9149
3597	740	650	9139
3598	735	649	9135
3599	736	647	9124
3600	739	648	9115
3601	739	646	9105
3602	737	643	9101
3603	731	643	9095
3604	728	644	9088
3605	724	647	9084
3606	722	646	9073
3607	723	648	9062
3608	717	649	9055
3609	716	647	9039
3610	716	644	9029
3611	713	639	9026
3612	709	638	9018
3613	707	639	9012
3614	706	633	9004
3615	705	635	9000
3616	702	632	8989
3617	699	632	8977
3618	699	630	8956
3619	698	626	8947
3620	698	622	8940
3621	697	620	8936
3622	699	619	8920
3623	699	612	8919
3624	696	607	8914
3625	694	603	8912
3626	693	600	8908
3627	694	597	8898
3628	691	596	8888
3629	689	594	8877
3630	689	593	8870
3631	685	594	8868
3632	685	591	8856
3633	686	586	8847
3634	687	582	8839
3635	690	579	8833
3636	691	579	8823
3637	690	578	8813
3638	692	576	8807
3639	690	575	8799
3640	690	574	8795
3641	687	572	8780
3642	687	571	8767
3643	685	570	8762
3644	683	566	8752
3645	681	566	8738
3646	676	567	8730
3647	676	562	8725
3648	674	561	8718
3649	671	561	8710
3650	673	562	8705
