Time	Male	Femal	Zombies
1	22265	20412	2
2	22264	20413	2
3	22265	20415	2
4	22265	20415	2
5	22265	20415	2
6	22265	20415	2
7	22264	20415	3
8	22264	20417	3
9	22264	20417	3
10	22264	20418	3
11	22266	20419	3
12	22264	20419	3
13	22265	20418	3
14	22265	20419	4
15	22265	20419	4
16	22265	20418	5
17	22265	20417	5
18	22267	20418	5
19	22267	20419	5
20	22267	20419	5
21	22269	20419	5
22	22268	20419	6
23	22269	20420	6
24	22272	20423	6
25	22273	20423	6
26	22274	20423	7
27	22275	20421	7
28	22274	20424	7
29	22275	20425	8
30	22274	20426	9
31	22275	20426	9
32	22275	20427	9
33	22278	20426	9
34	22279	20425	9
35	22279	20425	9
36	22278	20424	10
37	22278	20424	10
38	22278	20426	10
39	22279	20426	9
40	22279	20425	9
41	22279	20428	9
42	22278	20428	10
43	22278	20428	11
44	22278	20429	11
45	22276	20431	12
46	22276	20431	13
47	22276	20431	13
48	22276	20431	13
49	22276	20431	13
50	22277	20430	13
51	22278	20431	13
52	22279	20433	13
53	22279	20433	13
54	22280	20434	13
55	22280	20433	13
56	22281	20433	13
57	22281	20432	13
58	22281	20432	13
59	22282	20434	13
60	22282	20433	14
61	22283	20435	14
62	22285	20436	14
63	22289	20436	15
64	22290	20437	14
65	22293	20435	15
66	22293	20435	15
67	22293	20434	15
68	22293	20436	15
69	22293	20436	16
70	22293	20437	16
71	22295	20438	16
72	22296	20436	17
73	22297	20438	18
74	22298	20438	19
75	22298	20438	19
76	22298	20438	19
77	22298	20438	19
78	22299	20439	19
79	22299	20438	19
80	22299	20436	21
81	22298	20436	21
82	22298	20438	21
83	22298	20439	21
84	22298	20439	21
85	22298	20439	20
86	22298	20440	19
87	22298	20441	19
88	22300	20441	19
89	22300	20440	18
90	22299	20441	19
91	22299	20441	20
92	22299	20441	20
93	22297	20442	22
94	22296	20441	23
95	22294	20442	23
96	22294	20442	23
97	22293	20442	24
98	22293	20442	24
99	22294	20442	24
100	22292	20442	26
101	22292	20442	26
102	22291	20442	28
103	22292	20441	26
104	22293	20441	26
105	22293	20441	26
106	22295	20441	26
107	22296	20442	26
108	22296	20442	26
109	22296	20443	26
110	22295	20444	27
111	22296	20442	30
112	22296	20444	30
113	22296	20441	30
114	22297	20440	32
115	22296	20440	34
116	22296	20440	33
117	22297	20439	34
118	22296	20437	38
119	22297	20438	38
120	22298	20439	37
121	22297	20440	37
122	22297	20440	37
123	22298	20439	37
124	22298	20436	39
125	22298	20436	39
126	22298	20436	39
127	22298	20438	39
128	22300	20438	39
129	22300	20438	39
130	22299	20438	41
131	22299	20436	42
132	22299	20438	43
133	22299	20438	43
134	22297	20438	45
135	22296	20437	45
136	22295	20437	46
137	22294	20436	48
138	22294	20436	47
139	22294	20434	49
140	22294	20433	49
141	22295	20432	47
142	22294	20433	47
143	22291	20433	48
144	22291	20433	49
145	22292	20433	49
146	22291	20432	50
147	22291	20433	51
148	22290	20433	52
149	22290	20434	52
150	22291	20434	52
151	22292	20434	52
152	22292	20432	52
153	22290	20432	53
154	22289	20432	56
155	22290	20433	56
156	22290	20432	58
157	22289	20431	59
158	22289	20431	60
159	22288	20432	62
160	22287	20432	62
161	22286	20431	63
162	22286	20430	63
163	22286	20430	62
164	22285	20428	65
165	22283	20429	66
166	22281	20429	68
167	22281	20428	69
168	22280	20428	68
169	22278	20428	69
170	22276	20429	71
171	22275	20428	73
172	22275	20428	73
173	22275	20428	74
174	22274	20427	74
175	22275	20426	73
176	22275	20426	74
177	22274	20426	75
178	22275	20426	76
179	22272	20426	78
180	22271	20424	78
181	22271	20424	80
182	22271	20424	81
183	22271	20421	82
184	22272	20421	82
185	22272	20422	83
186	22271	20423	82
187	22272	20424	82
188	22270	20425	83
189	22270	20425	82
190	22268	20422	86
191	22268	20422	84
192	22268	20421	86
193	22267	20421	86
194	22268	20419	87
195	22268	20419	86
196	22265	20417	91
197	22265	20418	91
198	22264	20418	92
199	22262	20416	94
200	22262	20417	94
201	22263	20416	96
202	22263	20415	97
203	22264	20413	96
204	22264	20412	97
205	22263	20410	100
206	22263	20409	99
207	22263	20410	100
208	22263	20409	101
209	22263	20407	103
210	22264	20406	104
211	22265	20407	105
212	22265	20403	107
213	22265	20405	107
214	22262	20404	109
215	22262	20404	110
216	22260	20405	111
217	22259	20405	112
218	22259	20406	111
219	22259	20406	109
220	22259	20405	110
221	22259	20404	112
222	22257	20402	117
223	22255	20400	117
224	22256	20400	118
225	22256	20400	118
226	22255	20399	118
227	22256	20399	117
228	22256	20398	116
229	22255	20396	117
230	22256	20395	119
231	22254	20395	121
232	22253	20394	121
233	22254	20394	122
234	22254	20395	120
235	22254	20394	122
236	22253	20395	122
237	22252	20394	123
238	22251	20394	123
239	22251	20394	124
240	22251	20393	124
241	22251	20393	125
242	22249	20394	124
243	22246	20393	127
244	22247	20392	127
245	22246	20388	131
246	22246	20388	131
247	22245	20388	133
248	22246	20387	134
249	22247	20386	135
250	22244	20387	137
251	22244	20387	137
252	22243	20384	141
253	22243	20384	140
254	22242	20383	141
255	22239	20383	143
256	22234	20382	147
257	22233	20382	148
258	22233	20382	149
259	22232	20382	150
260	22231	20380	154
261	22229	20381	156
262	22229	20379	159
263	22228	20379	160
264	22229	20375	160
265	22229	20372	164
266	22225	20371	167
267	22223	20371	169
268	22222	20371	170
269	22221	20369	171
270	22221	20367	171
271	22219	20365	175
272	22219	20364	176
273	22217	20363	179
274	22217	20361	182
275	22217	20360	183
276	22213	20360	186
277	22208	20359	188
278	22209	20358	189
279	22205	20357	192
280	22205	20356	196
281	22205	20356	195
282	22203	20355	198
283	22201	20353	202
284	22200	20351	204
285	22199	20349	207
286	22198	20349	209
287	22193	20349	214
288	22190	20347	220
289	22191	20347	222
290	22191	20344	226
291	22190	20341	229
292	22187	20341	231
293	22187	20341	231
294	22185	20341	232
295	22185	20341	231
296	22182	20340	234
297	22181	20338	236
298	22179	20336	238
299	22179	20334	239
300	22176	20334	242
301	22177	20334	241
302	22176	20330	244
303	22172	20331	250
304	22172	20330	252
305	22169	20327	258
306	22169	20324	261
307	22168	20324	262
308	22167	20324	262
309	22163	20323	264
310	22160	20321	267
311	22160	20322	265
312	22158	20321	269
313	22158	20318	270
314	22157	20316	269
315	22156	20315	272
316	22154	20314	276
317	22153	20312	278
318	22151	20312	281
319	22150	20312	278
320	22149	20308	283
321	22147	20306	287
322	22143	20307	289
323	22142	20304	293
324	22140	20302	298
325	22136	20300	301
326	22135	20300	300
327	22132	20298	305
328	22132	20297	305
329	22130	20295	309
330	22127	20293	312
331	22125	20289	317
332	22124	20287	319
333	22123	20286	320
334	22119	20285	323
335	22117	20283	326
336	22114	20284	330
337	22114	20281	330
338	22114	20280	331
339	22110	20279	334
340	22107	20278	337
341	22105	20274	342
342	22101	20269	349
343	22102	20264	353
344	22101	20263	354
345	22099	20260	357
346	22097	20258	360
347	22095	20256	361
348	22093	20254	364
349	22095	20250	367
350	22093	20249	370
351	22090	20246	373
352	22088	20244	378
353	22088	20242	376
354	22086	20243	378
355	22085	20242	379
356	22082	20241	383
357	22080	20241	384
358	22077	20235	389
359	22075	20234	391
360	22072	20233	393
361	22069	20233	394
362	22069	20231	395
363	22067	20231	398
364	22065	20227	405
365	22063	20226	405
366	22061	20224	407
367	22059	20223	409
368	22056	20221	412
369	22055	20217	417
370	22055	20217	419
371	22052	20214	424
372	22050	20210	427
373	22050	20208	429
374	22048	20207	430
375	22048	20206	431
376	22048	20202	434
377	22049	20202	429
378	22047	20199	433
379	22045	20196	436
380	22042	20192	439
381	22041	20190	442
382	22040	20187	443
383	22036	20183	450
384	22034	20179	453
385	22031	20176	459
386	22028	20174	462
387	22024	20171	468
388	22024	20171	468
389	22020	20170	471
390	22016	20170	476
391	22016	20170	476
392	22017	20170	475
393	22015	20167	480
394	22011	20163	488
395	22007	20162	494
396	22005	20159	495
397	22005	20157	497
398	22006	20156	497
399	22002	20156	498
400	21998	20154	505
401	22000	20153	507
402	21999	20150	513
403	21995	20147	520
404	21993	20144	525
405	21987	20145	530
406	21984	20141	535
407	21981	20138	539
408	21976	20137	544
409	21975	20134	549
410	21973	20130	551
411	21970	20127	556
412	21963	20123	564
413	21962	20116	572
414	21960	20113	575
415	21959	20111	578
416	21958	20107	582
417	21956	20104	588
418	21953	20101	593
419	21953	20100	595
420	21951	20098	597
421	21951	20099	598
422	21951	20095	602
423	21948	20094	606
424	21944	20094	608
425	21940	20088	618
426	21938	20083	626
427	21933	20081	631
428	21932	20082	631
429	21930	20080	634
430	21927	20076	638
431	21923	20075	643
432	21919	20073	649
433	21917	20071	653
434	21912	20067	659
435	21910	20065	665
436	21908	20058	670
437	21906	20056	673
438	21899	20056	678
439	21895	20053	686
440	21893	20054	687
441	21892	20055	688
442	21889	20054	691
443	21885	20053	695
444	21877	20054	703
445	21876	20045	713
446	21874	20039	719
447	21873	20034	725
448	21870	20032	730
449	21871	20028	732
450	21869	20024	737
451	21866	20019	744
452	21863	20015	751
453	21859	20011	757
454	21857	20007	761
455	21852	20003	770
456	21846	20002	779
457	21843	19996	784
458	21841	19991	787
459	21839	19989	790
460	21831	19987	796
461	21826	19982	805
462	21822	19974	816
463	21821	19971	822
464	21818	19971	826
465	21816	19969	828
466	21814	19964	832
467	21811	19961	836
468	21807	19958	840
469	21804	19954	844
470	21801	19952	851
471	21799	19948	857
472	21796	19944	864
473	21792	19942	868
474	21788	19938	874
475	21788	19938	871
476	21784	19938	873
477	21779	19934	881
478	21778	19932	884
479	21770	19932	890
480	21764	19931	896
481	21761	19931	897
482	21757	19929	901
483	21754	19929	905
484	21753	19927	910
485	21750	19925	913
486	21744	19922	923
487	21743	19918	926
488	21736	19919	934
489	21728	19918	942
490	21725	19911	950
491	21721	19907	957
492	21717	19907	962
493	21713	19907	967
494	21712	19903	969
495	21712	19901	972
496	21710	19897	975
497	21702	19897	981
498	21696	19894	987
499	21693	19890	992
500	21689	19889	997
501	21688	19884	1002
502	21683	19881	1007
503	21680	19878	1014
504	21680	19876	1014
505	21677	19872	1020
506	21671	19869	1029
507	21669	19864	1038
508	21666	19864	1038
509	21664	19860	1041
510	21662	19859	1040
511	21658	19857	1046
512	21656	19855	1049
513	21654	19856	1051
514	21654	19851	1055
515	21649	19848	1059
516	21648	19843	1063
517	21647	19840	1064
518	21640	19839	1072
519	21635	19838	1076
520	21634	19834	1080
521	21630	19831	1086
522	21623	19829	1092
523	21621	19824	1096
524	21619	19823	1097
525	21617	19821	1102
526	21609	19819	1108
527	21608	19816	1111
528	21604	19812	1115
529	21603	19810	1117
530	21597	19806	1123
531	21594	19802	1125
532	21593	19798	1129
533	21593	19795	1131
534	21590	19794	1133
535	21584	19792	1140
536	21580	19788	1146
537	21576	19785	1152
538	21572	19784	1156
539	21571	19780	1156
540	21568	19775	1162
541	21562	19773	1167
542	21559	19771	1169
543	21552	19768	1178
544	21551	19765	1179
545	21550	19767	1182
546	21547	19765	1186
547	21541	19761	1193
548	21534	19758	1202
549	21528	19755	1213
550	21522	19752	1223
551	21520	19748	1226
552	21519	19745	1228
553	21514	19744	1233
554	21512	19738	1240
555	21511	19728	1250
556	21507	19723	1256
557	21504	19720	1261
558	21500	19717	1265
559	21497	19709	1273
560	21492	19704	1281
561	21486	19701	1290
562	21480	19694	1303
563	21475	19690	1306
564	21469	19684	1315
565	21464	19684	1318
566	21465	19679	1322
567	21461	19671	1330
568	21451	19668	1341
569	21449	19666	1344
570	21443	19663	1353
571	21441	19663	1354
572	21439	19660	1356
573	21434	19658	1365
574	21429	19658	1369
575	21428	19653	1374
576	21419	19650	1384
577	21414	19648	1390
578	21410	19644	1396
579	21405	19642	1403
580	21403	19639	1403
581	21395	19639	1406
582	21392	19633	1412
583	21389	19630	1421
584	21389	19627	1425
585	21387	19620	1431
586	21387	19614	1438
587	21386	19611	1442
588	21383	19607	1447
589	21382	19606	1450
590	21381	19603	1451
591	21379	19598	1457
592	21374	19596	1464
593	21372	19592	1469
594	21363	19586	1478
595	21360	19583	1481
596	21354	19579	1492
597	21348	19574	1503
598	21340	19569	1512
599	21336	19566	1518
600	21329	19565	1523
601	21321	19560	1533
602	21318	19557	1537
603	21315	19552	1543
604	21308	19550	1545
605	21305	19543	1552
606	21303	19536	1555
607	21296	19535	1560
608	21289	19526	1574
609	21282	19522	1583
610	21277	19518	1591
611	21273	19514	1599
612	21268	19510	1608
613	21264	19507	1614
614	21258	19503	1621
615	21253	19500	1625
616	21249	19496	1630
617	21243	19493	1636
618	21242	19490	1638
619	21235	19487	1643
620	21232	19485	1649
621	21231	19481	1651
622	21230	19474	1657
623	21225	19471	1665
624	21221	19471	1669
625	21216	19467	1678
626	21213	19465	1681
627	21207	19458	1692
628	21202	19452	1700
629	21194	19449	1710
630	21185	19445	1718
631	21176	19444	1726
632	21171	19440	1734
633	21163	19435	1745
634	21159	19428	1754
635	21153	19422	1764
636	21148	19417	1773
637	21141	19411	1781
638	21135	19406	1789
639	21134	19406	1788
640	21129	19402	1796
641	21126	19400	1801
642	21122	19397	1808
643	21117	19391	1815
644	21110	19387	1825
645	21103	19383	1833
646	21097	19380	1836
647	21090	19371	1851
648	21082	19372	1855
649	21081	19369	1857
650	21074	19364	1866
651	21069	19361	1872
652	21063	19357	1882
653	21060	19358	1884
654	21054	19355	1893
655	21049	19349	1900
656	21042	19344	1909
657	21036	19340	1919
658	21029	19337	1927
659	21025	19331	1934
660	21018	19327	1942
661	21009	19323	1953
662	21005	19318	1958
663	20997	19312	1969
664	20995	19305	1976
665	20990	19301	1983
666	20985	19296	1992
667	20982	19291	1997
668	20978	19286	2004
669	20973	19281	2013
670	20971	19278	2014
671	20968	19273	2020
672	20963	19264	2035
673	20959	19260	2039
674	20955	19253	2050
675	20950	19251	2057
676	20944	19247	2063
677	20941	19245	2068
678	20937	19240	2076
679	20932	19234	2081
680	20927	19228	2092
681	20919	19226	2099
682	20913	19220	2105
683	20908	19214	2112
684	20904	19208	2120
685	20900	19204	2126
686	20894	19198	2139
687	20893	19189	2143
688	20886	19183	2157
689	20877	19178	2166
690	20871	19174	2175
691	20871	19168	2178
692	20864	19163	2188
693	20861	19156	2193
694	20859	19149	2200
695	20855	19142	2206
696	20851	19132	2218
697	20844	19127	2227
698	20836	19123	2241
699	20832	19117	2247
700	20824	19110	2259
701	20814	19108	2268
702	20807	19102	2276
703	20803	19100	2277
704	20803	19096	2279
705	20795	19083	2298
706	20791	19079	2302
707	20789	19074	2309
708	20787	19072	2308
709	20780	19067	2313
710	20771	19063	2323
711	20770	19057	2327
712	20767	19055	2333
713	20766	19048	2341
714	20763	19039	2353
715	20754	19036	2362
716	20747	19029	2369
717	20743	19025	2377
718	20737	19020	2384
719	20734	19015	2390
720	20733	19012	2396
721	20729	19004	2407
722	20727	18995	2417
723	20722	18994	2420
724	20721	18992	2424
725	20717	18986	2429
726	20710	18977	2442
727	20705	18968	2455
728	20701	18961	2463
729	20696	18954	2472
730	20692	18950	2479
731	20688	18941	2489
732	20687	18937	2491
733	20683	18932	2499
734	20679	18926	2507
735	20674	18921	2515
736	20666	18915	2524
737	20658	18911	2533
738	20656	18903	2538
739	20648	18898	2547
740	20642	18892	2553
741	20634	18889	2563
742	20627	18887	2571
743	20627	18883	2574
744	20620	18877	2583
745	20614	18870	2593
746	20609	18864	2601
747	20605	18859	2604
748	20600	18857	2606
749	20594	18857	2611
750	20586	18856	2616
751	20584	18851	2623
752	20579	18839	2637
753	20576	18832	2648
754	20572	18823	2661
755	20568	18815	2666
756	20564	18810	2671
757	20557	18806	2680
758	20552	18803	2684
759	20549	18796	2696
760	20543	18792	2702
761	20541	18786	2708
762	20531	18783	2718
763	20521	18777	2732
764	20515	18773	2743
765	20510	18765	2754
766	20502	18764	2760
767	20498	18760	2763
768	20491	18755	2771
769	20484	18748	2775
770	20475	18744	2782
771	20468	18742	2787
772	20464	18736	2797
773	20458	18735	2806
774	20452	18729	2816
775	20443	18723	2831
776	20440	18721	2837
777	20436	18716	2843
778	20429	18712	2852
779	20424	18706	2861
780	20418	18703	2867
781	20413	18694	2883
782	20412	18687	2886
783	20406	18683	2892
784	20401	18674	2903
785	20398	18671	2909
786	20395	18664	2917
787	20387	18661	2927
788	20380	18657	2936
789	20378	18651	2945
790	20369	18649	2955
791	20368	18644	2960
792	20365	18640	2962
793	20358	18636	2974
794	20354	18634	2975
795	20348	18622	2991
796	20343	18613	3001
797	20336	18607	3012
798	20329	18598	3025
799	20324	18596	3030
800	20317	18587	3042
801	20313	18581	3048
802	20312	18575	3056
803	20304	18570	3067
804	20297	18564	3077
805	20289	18557	3086
806	20285	18554	3090
807	20278	18547	3098
808	20272	18547	3106
809	20264	18540	3113
810	20259	18536	3114
811	20251	18534	3121
812	20248	18523	3133
813	20244	18513	3147
814	20239	18504	3156
815	20235	18499	3160
816	20229	18494	3168
817	20227	18490	3174
818	20220	18482	3185
819	20214	18478	3193
820	20205	18469	3207
821	20200	18463	3216
822	20191	18458	3227
823	20184	18451	3238
824	20179	18444	3248
825	20171	18439	3259
826	20162	18433	3270
827	20160	18424	3278
828	20156	18420	3283
829	20149	18413	3297
830	20145	18408	3306
831	20144	18402	3306
832	20137	18392	3318
833	20132	18384	3328
834	20123	18381	3339
835	20109	18377	3353
836	20105	18372	3357
837	20097	18367	3368
838	20092	18361	3376
839	20084	18355	3387
840	20074	18342	3408
841	20069	18334	3421
842	20064	18329	3424
843	20058	18325	3429
844	20055	18323	3433
845	20052	18317	3441
846	20039	18308	3461
847	20033	18298	3475
848	20026	18292	3488
849	20017	18283	3502
850	20014	18276	3509
851	20008	18268	3523
852	20006	18262	3528
853	20003	18258	3533
854	20000	18252	3541
855	19997	18243	3550
856	19992	18240	3556
857	19985	18231	3565
858	19978	18221	3575
859	19971	18213	3585
860	19966	18205	3594
861	19957	18197	3606
862	19946	18191	3617
863	19937	18184	3628
864	19929	18176	3639
865	19921	18164	3658
866	19919	18157	3666
867	19915	18150	3674
868	19905	18145	3685
869	19900	18139	3693
870	19899	18131	3702
871	19892	18126	3711
872	19890	18120	3718
873	19881	18117	3726
874	19872	18109	3732
875	19863	18109	3739
876	19855	18100	3757
877	19849	18094	3768
878	19838	18085	3783
879	19833	18079	3795
880	19825	18069	3807
881	19818	18059	3821
882	19808	18054	3834
883	19800	18044	3851
884	19790	18039	3862
885	19785	18031	3873
886	19780	18021	3885
887	19771	18017	3898
888	19764	18008	3910
889	19756	17997	3929
890	19749	17989	3942
891	19745	17980	3952
892	19737	17969	3962
893	19734	17961	3967
894	19727	17951	3981
895	19721	17942	3993
896	19707	17935	4013
897	19701	17927	4024
898	19696	17923	4031
899	19691	17916	4040
900	19682	17912	4048
901	19677	17904	4052
902	19668	17897	4066
903	19664	17895	4073
904	19657	17894	4075
905	19653	17888	4082
906	19646	17880	4090
907	19640	17877	4098
908	19637	17870	4107
909	19627	17868	4118
910	19617	17856	4132
911	19611	17847	4144
912	19605	17843	4152
913	19594	17839	4163
914	19586	17834	4171
915	19578	17828	4179
916	19573	17824	4185
917	19561	17818	4199
918	19547	17812	4213
919	19542	17806	4222
920	19534	17799	4235
921	19529	17790	4249
922	19525	17784	4251
923	19519	17773	4263
924	19511	17767	4274
925	19503	17761	4288
926	19501	17756	4291
927	19497	17752	4297
928	19489	17748	4307
929	19487	17741	4312
930	19473	17732	4333
931	19461	17730	4348
932	19454	17723	4358
933	19446	17713	4372
934	19440	17699	4389
935	19430	17693	4402
936	19423	17684	4413
937	19415	17674	4427
938	19404	17669	4441
939	19397	17666	4449
940	19386	17660	4459
941	19380	17654	4468
942	19371	17647	4475
943	19364	17640	4485
944	19360	17632	4493
945	19351	17622	4508
946	19343	17612	4522
947	19333	17607	4535
948	19324	17600	4547
949	19320	17593	4551
950	19313	17588	4559
951	19305	17583	4566
952	19298	17579	4571
953	19293	17567	4583
954	19286	17558	4594
955	19286	17544	4607
956	19276	17541	4620
957	19269	17529	4635
958	19263	17523	4647
959	19255	17518	4659
960	19250	17507	4672
961	19244	17505	4679
962	19240	17496	4690
963	19230	17488	4701
964	19221	17482	4710
965	19213	17479	4718
966	19206	17476	4723
967	19199	17469	4732
968	19194	17466	4741
969	19191	17459	4746
970	19183	17453	4755
971	19181	17446	4758
972	19173	17442	4766
973	19165	17440	4770
974	19160	17428	4783
975	19148	17421	4799
976	19146	17415	4802
977	19139	17409	4814
978	19131	17404	4822
979	19125	17396	4829
980	19120	17388	4837
981	19116	17379	4845
982	19111	17373	4856
983	19102	17360	4873
984	19095	17350	4888
985	19089	17339	4905
986	19080	17335	4913
987	19070	17331	4926
988	19063	17325	4932
989	19056	17323	4938
990	19048	17317	4948
991	19042	17311	4959
992	19032	17302	4973
993	19027	17292	4989
994	19015	17284	5006
995	19007	17275	5019
996	19003	17268	5027
997	18991	17258	5044
998	18986	17253	5052
999	18981	17242	5068
1000	18975	17235	5075
1001	18966	17223	5090
1002	18960	17217	5100
1003	18951	17209	5110
1004	18943	17208	5120
1005	18935	17201	5132
1006	18928	17196	5138
1007	18915	17188	5158
1008	18906	17182	5170
1009	18895	17176	5183
1010	18879	17171	5202
1011	18875	17166	5202
1012	18869	17161	5203
1013	18860	17149	5220
1014	18857	17137	5233
1015	18848	17134	5240
1016	18842	17127	5250
1017	18833	17117	5263
1018	18824	17107	5278
1019	18810	17102	5294
1020	18803	17096	5309
1021	18792	17084	5330
1022	18785	17081	5336
1023	18776	17077	5342
1024	18770	17069	5356
1025	18757	17067	5370
1026	18750	17060	5379
1027	18744	17055	5384
1028	18738	17047	5393
1029	18730	17039	5410
1030	18726	17032	5415
1031	18712	17028	5433
1032	18702	17017	5451
1033	18696	17011	5460
1034	18686	17008	5467
1035	18675	17001	5481
1036	18669	16992	5493
1037	18660	16985	5505
1038	18651	16981	5520
1039	18643	16967	5535
1040	18635	16956	5550
1041	18632	16951	5554
1042	18628	16945	5554
1043	18624	16941	5557
1044	18618	16932	5568
1045	18611	16929	5577
1046	18604	16922	5587
1047	18596	16911	5601
1048	18588	16898	5616
1049	18583	16890	5629
1050	18573	16886	5639
1051	18568	16871	5656
1052	18562	16864	5668
1053	18559	16859	5672
1054	18546	16853	5684
1055	18539	16852	5690
1056	18528	16843	5707
1057	18522	16840	5718
1058	18515	16838	5729
1059	18506	16828	5744
1060	18494	16818	5764
1061	18483	16811	5775
1062	18476	16800	5788
1063	18471	16784	5804
1064	18457	16780	5815
1065	18448	16775	5825
1066	18440	16768	5836
1067	18437	16762	5843
1068	18424	16753	5857
1069	18415	16743	5873
1070	18403	16739	5883
1071	18395	16729	5895
1072	18382	16725	5901
1073	18376	16718	5911
1074	18363	16710	5926
1075	18359	16700	5938
1076	18347	16693	5948
1077	18336	16682	5968
1078	18326	16667	5991
1079	18319	16654	6008
1080	18310	16644	6022
1081	18297	16639	6040
1082	18284	16632	6056
1083	18272	16625	6065
1084	18257	16621	6079
1085	18250	16614	6090
1086	18238	16599	6112
1087	18231	16587	6127
1088	18221	16578	6142
1089	18214	16577	6148
1090	18209	16569	6157
1091	18200	16564	6166
1092	18193	16552	6183
1093	18181	16543	6201
1094	18173	16536	6215
1095	18166	16527	6227
1096	18153	16521	6243
1097	18146	16516	6249
1098	18141	16508	6260
1099	18128	16502	6278
1100	18119	16489	6294
1101	18109	16479	6312
1102	18106	16472	6316
1103	18100	16463	6325
1104	18093	16453	6340
1105	18085	16450	6345
1106	18074	16440	6363
1107	18072	16435	6364
1108	18066	16431	6369
1109	18051	16421	6392
1110	18042	16415	6405
1111	18035	16410	6410
1112	18028	16401	6418
1113	18016	16385	6446
1114	18004	16374	6465
1115	17998	16370	6473
1116	17994	16363	6481
1117	17982	16354	6498
1118	17973	16342	6516
1119	17958	16334	6532
1120	17947	16323	6551
1121	17935	16314	6569
1122	17927	16307	6577
1123	17920	16299	6588
1124	17908	16288	6607
1125	17893	16277	6628
1126	17881	16269	6644
1127	17876	16265	6650
1128	17871	16257	6660
1129	17858	16247	6681
1130	17854	16242	6690
1131	17842	16235	6706
1132	17831	16224	6720
1133	17822	16215	6734
1134	17814	16204	6751
1135	17801	16196	6766
1136	17792	16189	6780
1137	17785	16183	6783
1138	17773	16173	6798
1139	17768	16159	6813
1140	17761	16154	6818
1141	17755	16148	6825
1142	17750	16138	6837
1143	17739	16133	6843
1144	17733	16125	6855
1145	17721	16112	6878
1146	17711	16096	6901
1147	17703	16080	6920
1148	17694	16070	6932
1149	17681	16059	6945
1150	17674	16047	6961
1151	17672	16038	6962
1152	17666	16028	6970
1153	17661	16021	6978
1154	17650	16008	6998
1155	17641	16001	7010
1156	17630	15992	7026
1157	17624	15983	7035
1158	17619	15977	7041
1159	17607	15969	7058
1160	17593	15960	7073
1161	17584	15948	7081
1162	17572	15946	7088
1163	17562	15934	7107
1164	17558	15928	7112
1165	17554	15919	7121
1166	17545	15907	7128
1167	17537	15899	7136
1168	17529	15888	7153
1169	17523	15882	7157
1170	17513	15876	7168
1171	17497	15869	7186
1172	17489	15861	7202
1173	17485	15849	7215
1174	17477	15838	7230
1175	17472	15834	7232
1176	17465	15824	7245
1177	17458	15815	7257
1178	17452	15805	7270
1179	17446	15791	7283
1180	17439	15780	7296
1181	17422	15766	7319
1182	17412	15756	7328
1183	17406	15753	7334
1184	17393	15746	7349
1185	17379	15744	7362
1186	17364	15738	7377
1187	17355	15729	7389
1188	17342	15721	7403
1189	17333	15708	7422
1190	17325	15697	7438
1191	17313	15691	7452
1192	17304	15680	7465
1193	17294	15663	7487
1194	17290	15650	7499
1195	17281	15641	7512
1196	17275	15629	7524
1197	17264	15621	7538
1198	17251	15613	7555
1199	17239	15604	7567
1200	17234	15588	7578
1201	17229	15582	7586
1202	17222	15569	7602
1203	17214	15561	7613
1204	17200	15548	7633
1205	17194	15539	7642
1206	17184	15528	7653
1207	17176	15521	7664
1208	17167	15513	7677
1209	17159	15510	7689
1210	17153	15503	7699
1211	17147	15492	7708
1212	17133	15487	7723
1213	17126	15474	7740
1214	17114	15464	7753
1215	17103	15458	7762
1216	17086	15451	7783
1217	17076	15444	7797
1218	17065	15439	7809
1219	17051	15427	7832
1220	17032	15416	7857
1221	17021	15408	7873
1222	17010	15400	7892
1223	16993	15391	7917
1224	16984	15378	7936
1225	16974	15373	7944
1226	16966	15363	7954
1227	16956	15349	7975
1228	16946	15338	7989
1229	16939	15331	8000
1230	16933	15320	8010
1231	16919	15308	8027
1232	16904	15298	8045
1233	16896	15285	8058
1234	16888	15279	8068
1235	16872	15267	8095
1236	16858	15258	8111
1237	16849	15247	8124
1238	16840	15239	8137
1239	16832	15229	8148
1240	16823	15219	8159
1241	16817	15209	8170
1242	16804	15197	8190
1243	16797	15185	8198
1244	16781	15178	8212
1245	16773	15166	8231
1246	16760	15150	8253
1247	16750	15142	8264
1248	16740	15135	8279
1249	16722	15129	8299
1250	16716	15118	8312
1251	16706	15106	8333
1252	16694	15090	8357
1253	16680	15085	8373
1254	16672	15077	8382
1255	16662	15064	8394
1256	16650	15054	8408
1257	16639	15048	8421
1258	16625	15042	8435
1259	16614	15029	8457
1260	16603	15016	8480
1261	16593	15009	8491
1262	16581	14999	8512
1263	16575	14991	8520
1264	16562	14980	8539
1265	16546	14969	8560
1266	16532	14963	8574
1267	16513	14954	8598
1268	16501	14941	8615
1269	16494	14935	8623
1270	16484	14926	8638
1271	16476	14917	8652
1272	16461	14904	8671
1273	16443	14896	8691
1274	16429	14887	8711
1275	16424	14866	8732
1276	16413	14852	8756
1277	16405	14847	8767
1278	16397	14834	8777
1279	16385	14823	8792
1280	16373	14808	8812
1281	16361	14798	8831
1282	16346	14787	8849
1283	16335	14780	8863
1284	16321	14775	8876
1285	16310	14766	8885
1286	16299	14754	8902
1287	16287	14749	8912
1288	16271	14738	8936
1289	16263	14734	8943
1290	16247	14728	8964
